"","X","sample_year","haul_date","cruise_id","event_code","station_id","gear","gear_performance","tow_type","nbs_strata","master_station_name","oceanographic_domain","large_marine_ecosystem","region","eq_latitude","eq_longitude","event.notes","species_tsn","common_name","scientific_name","lhs_code","salmon_maturity","sex","length","length_type","weight","scale_card_number","scale_card_position","otolith_number","stomach_flag","genetic_number","genetic_flag","notes","fish_number","scale_position_pref_code","gonad_weight","caloric_number","isotope_number","stomach_number","barcode","fat_meter"
"10508",10508,2022,"2022-08-22","DY2208",6,20220308006,"CAN","G","S",0,"57-163",2,"Bering Sea","SEBS",56.9814,-163.0494,"PXS and SBE39 on footrope.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",72,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10509",10509,2022,"2022-08-22","DY2208",6,20220308006,"CAN","G","S",0,"57-163",2,"Bering Sea","SEBS",56.9814,-163.0494,"PXS and SBE39 on footrope.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",47,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10510",10510,2022,"2022-08-22","DY2208",6,20220308006,"CAN","G","S",0,"57-163",2,"Bering Sea","SEBS",56.9814,-163.0494,"PXS and SBE39 on footrope.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",55,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10511",10511,2022,"2022-08-22","DY2208",6,20220308006,"CAN","G","S",0,"57-163",2,"Bering Sea","SEBS",56.9814,-163.0494,"PXS and SBE39 on footrope.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",57,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10512",10512,2022,"2022-08-22","DY2208",6,20220308006,"CAN","G","S",0,"57-163",2,"Bering Sea","SEBS",56.9814,-163.0494,"PXS and SBE39 on footrope.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",61,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10513",10513,2022,"2022-08-22","DY2208",6,20220308006,"CAN","G","S",0,"57-163",2,"Bering Sea","SEBS",56.9814,-163.0494,"PXS and SBE39 on footrope.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",58,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10514",10514,2022,"2022-08-22","DY2208",6,20220308006,"CAN","G","S",0,"57-163",2,"Bering Sea","SEBS",56.9814,-163.0494,"PXS and SBE39 on footrope.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",62,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10515",10515,2022,"2022-08-22","DY2208",6,20220308006,"CAN","G","S",0,"57-163",2,"Bering Sea","SEBS",56.9814,-163.0494,"PXS and SBE39 on footrope.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",62,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10516",10516,2022,"2022-08-22","DY2208",6,20220308006,"CAN","G","S",0,"57-163",2,"Bering Sea","SEBS",56.9814,-163.0494,"PXS and SBE39 on footrope.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",84,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10517",10517,2022,"2022-08-22","DY2208",6,20220308006,"CAN","G","S",0,"57-163",2,"Bering Sea","SEBS",56.9814,-163.0494,"PXS and SBE39 on footrope.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",89,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10518",10518,2022,"2022-08-22","DY2208",6,20220308006,"CAN","G","S",0,"57-163",2,"Bering Sea","SEBS",56.9814,-163.0494,"PXS and SBE39 on footrope.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",99,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10519",10519,2022,"2022-08-22","DY2208",6,20220308006,"CAN","G","S",0,"57-163",2,"Bering Sea","SEBS",56.9814,-163.0494,"PXS and SBE39 on footrope.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",66,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10520",10520,2022,"2022-08-22","DY2208",6,20220308006,"CAN","G","S",0,"57-163",2,"Bering Sea","SEBS",56.9814,-163.0494,"PXS and SBE39 on footrope.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",66,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10521",10521,2022,"2022-08-22","DY2208",6,20220308006,"CAN","G","S",0,"57-163",2,"Bering Sea","SEBS",56.9814,-163.0494,"PXS and SBE39 on footrope.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",93,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10522",10522,2022,"2022-08-22","DY2208",6,20220308006,"CAN","G","S",0,"57-163",2,"Bering Sea","SEBS",56.9814,-163.0494,"PXS and SBE39 on footrope.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",64,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10523",10523,2022,"2022-08-22","DY2208",6,20220308006,"CAN","G","S",0,"57-163",2,"Bering Sea","SEBS",56.9814,-163.0494,"PXS and SBE39 on footrope.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",80,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10524",10524,2022,"2022-08-22","DY2208",6,20220308006,"CAN","G","S",0,"57-163",2,"Bering Sea","SEBS",56.9814,-163.0494,"PXS and SBE39 on footrope.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",74,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10525",10525,2022,"2022-08-22","DY2208",6,20220308006,"CAN","G","S",0,"57-163",2,"Bering Sea","SEBS",56.9814,-163.0494,"PXS and SBE39 on footrope.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",59,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10526",10526,2022,"2022-08-22","DY2208",6,20220308006,"CAN","G","S",0,"57-163",2,"Bering Sea","SEBS",56.9814,-163.0494,"PXS and SBE39 on footrope.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",62,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10527",10527,2022,"2022-08-22","DY2208",6,20220308006,"CAN","G","S",0,"57-163",2,"Bering Sea","SEBS",56.9814,-163.0494,"PXS and SBE39 on footrope.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",57,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10528",10528,2022,"2022-08-22","DY2208",6,20220308006,"CAN","G","S",0,"57-163",2,"Bering Sea","SEBS",56.9814,-163.0494,"PXS and SBE39 on footrope.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",63,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10529",10529,2022,"2022-08-22","DY2208",6,20220308006,"CAN","G","S",0,"57-163",2,"Bering Sea","SEBS",56.9814,-163.0494,"PXS and SBE39 on footrope.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",80,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10530",10530,2022,"2022-08-22","DY2208",6,20220308006,"CAN","G","S",0,"57-163",2,"Bering Sea","SEBS",56.9814,-163.0494,"PXS and SBE39 on footrope.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",84,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10531",10531,2022,"2022-08-22","DY2208",6,20220308006,"CAN","G","S",0,"57-163",2,"Bering Sea","SEBS",56.9814,-163.0494,"PXS and SBE39 on footrope.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",89,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10532",10532,2022,"2022-08-22","DY2208",6,20220308006,"CAN","G","S",0,"57-163",2,"Bering Sea","SEBS",56.9814,-163.0494,"PXS and SBE39 on footrope.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",65,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10533",10533,2022,"2022-08-22","DY2208",6,20220308006,"CAN","G","S",0,"57-163",2,"Bering Sea","SEBS",56.9814,-163.0494,"PXS and SBE39 on footrope.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",55,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10534",10534,2022,"2022-08-22","DY2208",6,20220308006,"CAN","G","S",0,"57-163",2,"Bering Sea","SEBS",56.9814,-163.0494,"PXS and SBE39 on footrope.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",60,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10535",10535,2022,"2022-08-22","DY2208",6,20220308006,"CAN","G","S",0,"57-163",2,"Bering Sea","SEBS",56.9814,-163.0494,"PXS and SBE39 on footrope.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",73,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10536",10536,2022,"2022-08-22","DY2208",6,20220308006,"CAN","G","S",0,"57-163",2,"Bering Sea","SEBS",56.9814,-163.0494,"PXS and SBE39 on footrope.",164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",55,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10537",10537,2022,"2022-08-22","DY2208",3,20220308008,"CAN","G","S",0,"56.5-164",2,"Bering Sea","SEBS",56.5743,-164.0166,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",59,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10538",10538,2022,"2022-08-22","DY2208",3,20220308008,"CAN","G","S",0,"56.5-164",2,"Bering Sea","SEBS",56.5743,-164.0166,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",56,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10539",10539,2022,"2022-08-22","DY2208",3,20220308008,"CAN","G","S",0,"56.5-164",2,"Bering Sea","SEBS",56.5743,-164.0166,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",72,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10540",10540,2022,"2022-08-22","DY2208",3,20220308008,"CAN","G","S",0,"56.5-164",2,"Bering Sea","SEBS",56.5743,-164.0166,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",73,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10541",10541,2022,"2022-08-22","DY2208",3,20220308008,"CAN","G","S",0,"56.5-164",2,"Bering Sea","SEBS",56.5743,-164.0166,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",59,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10542",10542,2022,"2022-08-22","DY2208",3,20220308008,"CAN","G","S",0,"56.5-164",2,"Bering Sea","SEBS",56.5743,-164.0166,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",60,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10543",10543,2022,"2022-08-22","DY2208",3,20220308008,"CAN","G","S",0,"56.5-164",2,"Bering Sea","SEBS",56.5743,-164.0166,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",73,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10544",10544,2022,"2022-08-22","DY2208",3,20220308008,"CAN","G","S",0,"56.5-164",2,"Bering Sea","SEBS",56.5743,-164.0166,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",43,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10545",10545,2022,"2022-08-22","DY2208",3,20220308008,"CAN","G","S",0,"56.5-164",2,"Bering Sea","SEBS",56.5743,-164.0166,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",48,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10546",10546,2022,"2022-08-22","DY2208",3,20220308008,"CAN","G","S",0,"56.5-164",2,"Bering Sea","SEBS",56.5743,-164.0166,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",43,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10547",10547,2022,"2022-08-22","DY2208",3,20220308008,"CAN","G","S",0,"56.5-164",2,"Bering Sea","SEBS",56.5743,-164.0166,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",49,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10548",10548,2022,"2022-08-22","DY2208",3,20220308008,"CAN","G","S",0,"56.5-164",2,"Bering Sea","SEBS",56.5743,-164.0166,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",85,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10549",10549,2022,"2022-08-22","DY2208",3,20220308008,"CAN","G","S",0,"56.5-164",2,"Bering Sea","SEBS",56.5743,-164.0166,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",85,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10550",10550,2022,"2022-08-22","DY2208",3,20220308008,"CAN","G","S",0,"56.5-164",2,"Bering Sea","SEBS",56.5743,-164.0166,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",50,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10551",10551,2022,"2022-08-22","DY2208",3,20220308008,"CAN","G","S",0,"56.5-164",2,"Bering Sea","SEBS",56.5743,-164.0166,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",70,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10552",10552,2022,"2022-08-22","DY2208",3,20220308008,"CAN","G","S",0,"56.5-164",2,"Bering Sea","SEBS",56.5743,-164.0166,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",52,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10553",10553,2021,"2021-08-31","NW2101",4,20210201004,"CAN","G","S",2,NA,2,"Bering Sea","NBS",60.0042,-170.9748,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",85,"SL",6,NA,NA,NA,1,NA,NA,"Stom taken",NA,NA,NA,NA,NA,NA,NA,NA
"10554",10554,2021,"2021-08-31","NW2101",4,20210201004,"CAN","G","S",2,NA,2,"Bering Sea","NBS",60.0042,-170.9748,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",90,"SL",7,NA,NA,NA,1,NA,NA,"Stom taken",NA,NA,NA,NA,NA,NA,NA,NA
"10555",10555,2021,"2021-08-31","NW2101",4,20210201004,"CAN","G","S",2,NA,2,"Bering Sea","NBS",60.0042,-170.9748,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",92,"SL",7,NA,NA,NA,1,NA,NA,"Stom taken",NA,NA,NA,NA,NA,NA,NA,NA
"10556",10556,2021,"2021-08-31","NW2101",4,20210201004,"CAN","G","S",2,NA,2,"Bering Sea","NBS",60.0042,-170.9748,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",98,"SL",7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1527,NA
"10557",10557,2021,"2021-08-31","NW2101",4,20210201004,"CAN","G","S",2,NA,2,"Bering Sea","NBS",60.0042,-170.9748,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",98,"SL",8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1530,NA
"10558",10558,2021,"2021-08-31","NW2101",4,20210201004,"CAN","G","S",2,NA,2,"Bering Sea","NBS",60.0042,-170.9748,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",96,"SL",9,NA,NA,NA,1,NA,NA,"Stom taken",NA,NA,NA,NA,NA,NA,NA,NA
"10559",10559,2021,"2021-08-31","NW2101",4,20210201004,"CAN","G","S",2,NA,2,"Bering Sea","NBS",60.0042,-170.9748,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",97,"SL",9,NA,NA,NA,1,NA,NA,"Stom taken",NA,NA,NA,NA,NA,NA,NA,NA
"10560",10560,2021,"2021-08-31","NW2101",4,20210201004,"CAN","G","S",2,NA,2,"Bering Sea","NBS",60.0042,-170.9748,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",100,"SL",10,NA,NA,NA,1,NA,NA,"Stom taken",NA,NA,NA,NA,NA,NA,NA,NA
"10561",10561,2021,"2021-08-31","NW2101",4,20210201004,"CAN","G","S",2,NA,2,"Bering Sea","NBS",60.0042,-170.9748,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",100,"SL",10,NA,NA,NA,1,NA,NA,"Stom taken",NA,NA,NA,NA,NA,NA,NA,NA
"10562",10562,2021,"2021-08-31","NW2101",4,20210201004,"CAN","G","S",2,NA,2,"Bering Sea","NBS",60.0042,-170.9748,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",103,"SL",11,NA,NA,NA,1,NA,NA,"Stom taken",NA,NA,NA,NA,NA,NA,NA,NA
"10563",10563,2021,"2021-08-31","NW2101",4,20210201004,"CAN","G","S",2,NA,2,"Bering Sea","NBS",60.0042,-170.9748,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",107,"SL",12,NA,NA,NA,1,NA,NA,"Stom taken",NA,NA,NA,NA,NA,NA,NA,NA
"10564",10564,2021,"2021-08-31","NW2101",4,20210201004,"CAN","G","S",2,NA,2,"Bering Sea","NBS",60.0042,-170.9748,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",106,"SL",12,NA,NA,NA,1,NA,NA,"Stom taken",NA,NA,NA,NA,NA,NA,NA,NA
"10565",10565,2021,"2021-08-31","NW2101",4,20210201004,"CAN","G","S",2,NA,2,"Bering Sea","NBS",60.0042,-170.9748,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",116,"SL",12,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1529,NA
"10566",10566,2021,"2021-08-31","NW2101",4,20210201004,"CAN","G","S",2,NA,2,"Bering Sea","NBS",60.0042,-170.9748,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",81,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10567",10567,2021,"2021-08-31","NW2101",4,20210201004,"CAN","G","S",2,NA,2,"Bering Sea","NBS",60.0042,-170.9748,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",93,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10568",10568,2021,"2021-08-31","NW2101",4,20210201004,"CAN","G","S",2,NA,2,"Bering Sea","NBS",60.0042,-170.9748,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",102,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10569",10569,2021,"2021-08-31","NW2101",4,20210201004,"CAN","G","S",2,NA,2,"Bering Sea","NBS",60.0042,-170.9748,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",104,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10570",10570,2021,"2021-08-31","NW2101",4,20210201004,"CAN","G","S",2,NA,2,"Bering Sea","NBS",60.0042,-170.9748,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",76,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10571",10571,2021,"2021-08-31","NW2101",4,20210201004,"CAN","G","S",2,NA,2,"Bering Sea","NBS",60.0042,-170.9748,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",79,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10572",10572,2021,"2021-08-31","NW2101",4,20210201004,"CAN","G","S",2,NA,2,"Bering Sea","NBS",60.0042,-170.9748,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",90,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10573",10573,2021,"2021-08-31","NW2101",4,20210201004,"CAN","G","S",2,NA,2,"Bering Sea","NBS",60.0042,-170.9748,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",98,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10574",10574,2021,"2021-08-31","NW2101",4,20210201004,"CAN","G","S",2,NA,2,"Bering Sea","NBS",60.0042,-170.9748,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",84,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10575",10575,2021,"2021-08-31","NW2101",4,20210201004,"CAN","G","S",2,NA,2,"Bering Sea","NBS",60.0042,-170.9748,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",86,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10576",10576,2021,"2021-08-31","NW2101",4,20210201004,"CAN","G","S",2,NA,2,"Bering Sea","NBS",60.0042,-170.9748,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",88,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10577",10577,2021,"2021-08-31","NW2101",4,20210201004,"CAN","G","S",2,NA,2,"Bering Sea","NBS",60.0042,-170.9748,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",89,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10578",10578,2021,"2021-08-31","NW2101",4,20210201004,"CAN","G","S",2,NA,2,"Bering Sea","NBS",60.0042,-170.9748,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",89,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10579",10579,2021,"2021-08-31","NW2101",4,20210201004,"CAN","G","S",2,NA,2,"Bering Sea","NBS",60.0042,-170.9748,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",90,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10580",10580,2021,"2021-08-31","NW2101",4,20210201004,"CAN","G","S",2,NA,2,"Bering Sea","NBS",60.0042,-170.9748,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",91,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10581",10581,2021,"2021-08-31","NW2101",4,20210201004,"CAN","G","S",2,NA,2,"Bering Sea","NBS",60.0042,-170.9748,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",97,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10582",10582,2021,"2021-08-31","NW2101",4,20210201004,"CAN","G","S",2,NA,2,"Bering Sea","NBS",60.0042,-170.9748,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",98,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10583",10583,2021,"2021-08-31","NW2101",4,20210201004,"CAN","G","S",2,NA,2,"Bering Sea","NBS",60.0042,-170.9748,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",100,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10584",10584,2021,"2021-08-31","NW2101",4,20210201004,"CAN","G","S",2,NA,2,"Bering Sea","NBS",60.0042,-170.9748,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",101,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10585",10585,2021,"2021-08-31","NW2101",4,20210201004,"CAN","G","S",2,NA,2,"Bering Sea","NBS",60.0042,-170.9748,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",102,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10586",10586,2021,"2021-08-31","NW2101",4,20210201004,"CAN","G","S",2,NA,2,"Bering Sea","NBS",60.0042,-170.9748,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",105,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10587",10587,2021,"2021-08-31","NW2101",4,20210201004,"CAN","G","S",2,NA,2,"Bering Sea","NBS",60.0042,-170.9748,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",106,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10588",10588,2021,"2021-08-31","NW2101",4,20210201004,"CAN","G","S",2,NA,2,"Bering Sea","NBS",60.0042,-170.9748,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",106,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10589",10589,2021,"2021-08-31","NW2101",4,20210201004,"CAN","G","S",2,NA,2,"Bering Sea","NBS",60.0042,-170.9748,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",108,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10590",10590,2021,"2021-08-31","NW2101",4,20210201004,"CAN","G","S",2,NA,2,"Bering Sea","NBS",60.0042,-170.9748,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",112,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10591",10591,2021,"2021-08-31","NW2101",4,20210201004,"CAN","G","S",2,NA,2,"Bering Sea","NBS",60.0042,-170.9748,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",112,"SL",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
